Country,Total Cases,Cases,Total Deaths,Deaths,Total Recovered,Serious,Tested,Active Cases,Date
Gabon,1728,161,12.0,0,402.0,6.0,8622.0,1314.0,2020-05-23
El Salvador,1725,85,33.0,0,566.0,26.0,67663.0,1126.0,2020-05-23
Lithuania,1604,11,61.0,0,1111.0,17.0,259043.0,432.0,2020-05-23
Somalia,1594,0,61.0,0,204.0,2.0,0.0,1329.0,2020-05-23
Mayotte,1521,46,19.0,0,894.0,11.0,5200.0,608.0,2020-05-23
New Zealand,1504,1,21.0,0,1455.0,1.0,250246.0,28.0,2020-05-23
Slovakia,1503,1,28.0,0,1256.0,2.0,154529.0,219.0,2020-05-23
Slovenia,1468,0,106.0,0,1340.0,3.0,75110.0,22.0,2020-05-23
Kyrgyzstan,1350,37,14.0,0,939.0,5.0,98281.0,397.0,2020-05-23
Maldives,1274,58,4.0,0,109.0,9.0,11775.0,1161.0,2020-05-23
Kenya,1161,52,50.0,0,380.0,1.0,55074.0,731.0,2020-05-23
Guinea-Bissau,1114,5,6.0,0,42.0,0.0,1500.0,1066.0,2020-05-23
Lebanon,1086,62,26.0,0,663.0,3.0,69610.0,397.0,2020-05-23
Sri Lanka,1068,20,9.0,0,620.0,1.0,49124.0,439.0,2020-05-23
Hong Kong,1066,2,4.0,0,1029.0,1.0,168291.0,33.0,2020-05-23
Tunisia,1048,2,47.0,0,903.0,3.0,46628.0,98.0,2020-05-23
Latvia,1030,5,22.0,0,712.0,2.0,96366.0,296.0,2020-05-23
Albania,981,12,31.0,0,777.0,3.0,12933.0,173.0,2020-05-23
Mali,969,22,62.0,2,560.0,0.0,3483.0,347.0,2020-05-23
Equatorial Guinea,960,57,11.0,1,165.0,0.0,854.0,784.0,2020-05-23
Venezuela,944,62,10.0,0,262.0,2.0,735426.0,672.0,2020-05-23
Niger,937,13,60.0,0,764.0,0.0,5971.0,113.0,2020-05-23
Cyprus,927,4,17.0,0,561.0,10.0,95349.0,349.0,2020-05-23
Zambia,920,54,7.0,0,336.0,1.0,20011.0,577.0,2020-05-23
Costa Rica,911,8,10.0,0,600.0,4.0,22554.0,301.0,2020-05-23
Paraguay,838,2,11.0,0,264.0,0.0,21987.0,563.0,2020-05-23
Burkina Faso,814,2,52.0,0,672.0,0.0,0.0,90.0,2020-05-23
Andorra,762,0,51.0,0,652.0,3.0,3750.0,59.0,2020-05-23
Uruguay,753,4,20.0,0,603.0,5.0,37178.0,130.0,2020-05-23
Haiti,734,71,25.0,3,21.0,0.0,2519.0,688.0,2020-05-23
Georgia,723,2,12.0,0,495.0,6.0,45707.0,216.0,2020-05-23
Diamond Princess,712,0,13.0,0,651.0,4.0,0.0,48.0,2020-05-23
Jordan,700,16,9.0,0,461.0,5.0,159320.0,230.0,2020-05-23
San Marino,661,3,41.0,0,254.0,1.0,3873.0,366.0,2020-05-23
Chad,611,23,58.0,0,196.0,0.0,0.0,357.0,2020-05-23
Sierra Leone,606,21,38.0,3,230.0,0.0,0.0,338.0,2020-05-23
Malta,600,1,6.0,0,469.0,1.0,57784.0,125.0,2020-05-23
South Sudan,563,82,6.0,2,6.0,0.0,3356.0,551.0,2020-05-23
Channel Islands,558,0,45.0,0,508.0,0.0,5342.0,5.0,2020-05-23
Jamaica,534,5,9.0,0,181.0,0.0,9178.0,344.0,2020-05-23
Nepal,516,59,3.0,0,70.0,1.0,124604.0,443.0,2020-05-23
Tanzania,509,0,21.0,0,183.0,7.0,0.0,305.0,2020-05-23
CAR,479,43,0.0,0,18.0,0.0,11570.0,461.0,2020-05-23
Congo,469,0,16.0,0,137.0,0.0,0.0,316.0,2020-05-23
Réunion,449,0,1.0,0,411.0,2.0,17200.0,37.0,2020-05-23
Madagascar,448,43,2.0,0,135.0,2.0,5670.0,311.0,2020-05-23
Taiwan,441,0,7.0,0,408.0,0.0,70338.0,26.0,2020-05-23
Ethiopia,433,34,5.0,0,128.0,0.0,73205.0,300.0,2020-05-23
Palestine,423,0,2.0,0,346.0,0.0,44876.0,75.0,2020-05-23
Togo,363,9,12.0,0,121.0,0.0,14767.0,230.0,2020-05-23
Cabo Verde,362,6,3.0,0,95.0,0.0,892.0,264.0,2020-05-23
Isle of Man,336,0,24.0,0,303.0,2.0,4393.0,9.0,2020-05-23
Mauritius,332,0,10.0,0,322.0,0.0,101052.0,0.0,2020-05-23
Montenegro,324,0,9.0,0,314.0,0.0,10167.0,1.0,2020-05-23
Vietnam,324,0,0.0,0,267.0,2.0,275000.0,57.0,2020-05-23
Rwanda,321,1,0.0,0,222.0,0.0,55968.0,99.0,2020-05-23
Nicaragua,279,0,17.0,0,199.0,0.0,0.0,63.0,2020-05-23
French Guiana,261,12,1.0,0,141.0,0.0,0.0,119.0,2020-05-23
Sao Tome and Principe,251,0,8.0,0,4.0,0.0,175.0,239.0,2020-05-23
Liberia,249,9,24.0,1,136.0,0.0,0.0,89.0,2020-05-23
Eswatini,225,5,2.0,0,119.0,0.0,4994.0,104.0,2020-05-23
Yemen,209,12,33.0,0,11.0,0.0,120.0,165.0,2020-05-23
Mauritania,200,27,6.0,1,7.0,0.0,2583.0,187.0,2020-05-23
Myanmar,199,0,6.0,0,116.0,0.0,17152.0,77.0,2020-05-23
Martinique,197,5,14.0,0,91.0,0.0,0.0,92.0,2020-05-23
Faeroe Islands,187,0,0.0,0,187.0,0.0,9084.0,0.0,2020-05-23
Uganda,175,15,0.0,0,68.0,0.0,81682.0,107.0,2020-05-23
Mozambique,164,2,0.0,0,48.0,0.0,7480.0,116.0,2020-05-23
Guadeloupe,156,1,13.0,0,115.0,3.0,3573.0,28.0,2020-05-23
Gibraltar,151,0,0.0,0,147.0,0.0,6101.0,4.0,2020-05-23
Brunei,141,0,1.0,0,136.0,2.0,18193.0,4.0,2020-05-23
Mongolia,141,1,0.0,0,28.0,27.0,12153.0,113.0,2020-05-23
Benin,135,0,3.0,0,61.0,0.0,26792.0,71.0,2020-05-23
Cayman Islands,129,8,1.0,0,61.0,0.0,8426.0,67.0,2020-05-23
Bermuda,128,3,9.0,0,81.0,2.0,6133.0,38.0,2020-05-23
Guyana,127,0,10.0,0,57.0,3.0,1366.0,60.0,2020-05-23
Cambodia,123,0,0.0,0,122.0,0.0,15830.0,1.0,2020-05-23
Trinidad and Tobago,116,0,8.0,0,108.0,0.0,2866.0,0.0,2020-05-23
Aruba,101,0,3.0,0,95.0,4.0,2061.0,3.0,2020-05-23
Bahamas,97,0,11.0,0,44.0,1.0,1910.0,42.0,2020-05-23
Monaco,97,0,4.0,0,90.0,1.0,0.0,3.0,2020-05-23
Barbados,90,0,7.0,0,70.0,4.0,4541.0,13.0,2020-05-23
Malawi,82,10,3.0,0,28.0,1.0,2411.0,51.0,2020-05-23
Liechtenstein,82,0,1.0,0,55.0,0.0,900.0,26.0,2020-05-23
Comoros,78,44,1.0,0,18.0,0.0,0.0,59.0,2020-05-23
Sint Maarten,77,0,15.0,0,59.0,1.0,437.0,3.0,2020-05-23
Libya,72,1,3.0,0,38.0,0.0,4351.0,31.0,2020-05-23
Angola,60,2,3.0,0,17.0,0.0,6136.0,40.0,2020-05-23
French Polynesia,60,0,0.0,0,60.0,0.0,3873.0,0.0,2020-05-23
Syria,59,1,4.0,1,37.0,0.0,0.0,18.0,2020-05-23
Zimbabwe,51,0,4.0,0,18.0,0.0,28019.0,29.0,2020-05-23
Macao,45,0,0.0,0,45.0,0.0,0.0,0.0,2020-05-23
Burundi,42,0,1.0,0,20.0,0.0,284.0,21.0,2020-05-23
Saint Martin,40,0,3.0,0,33.0,1.0,0.0,4.0,2020-05-23
Eritrea,39,0,0.0,0,39.0,0.0,0.0,0.0,2020-05-23
Botswana,30,1,1.0,0,19.0,0.0,16100.0,10.0,2020-05-23
Antigua and Barbuda,25,0,3.0,0,19.0,1.0,183.0,3.0,2020-05-23
Gambia,25,1,1.0,0,13.0,0.0,1476.0,11.0,2020-05-23
Timor-Leste,24,0,0.0,0,24.0,0.0,738.0,0.0,2020-05-23
Grenada,22,0,0.0,0,17.0,4.0,3007.0,5.0,2020-05-23
Bhutan,21,0,0.0,0,6.0,0.0,14843.0,15.0,2020-05-23
Laos,19,0,0.0,0,14.0,0.0,5044.0,5.0,2020-05-23
Namibia,19,1,0.0,0,14.0,0.0,2681.0,5.0,2020-05-23
Belize,18,0,2.0,0,16.0,0.0,1435.0,0.0,2020-05-23
Fiji,18,0,0.0,0,15.0,0.0,1300.0,3.0,2020-05-23
New Caledonia,18,0,0.0,0,18.0,0.0,5454.0,0.0,2020-05-23
Saint Lucia,18,0,0.0,0,18.0,0.0,867.0,0.0,2020-05-23
St. Vincent Grenadines,18,0,0.0,0,14.0,0.0,175.0,4.0,2020-05-23
Curaçao,16,0,1.0,0,14.0,0.0,504.0,1.0,2020-05-23
Dominica,16,0,0.0,0,16.0,0.0,433.0,0.0,2020-05-23
Saint Kitts and Nevis,15,0,0.0,0,15.0,0.0,391.0,0.0,2020-05-23
Falkland Islands,13,0,0.0,0,13.0,0.0,426.0,0.0,2020-05-23
Turks and Caicos,12,0,1.0,0,10.0,0.0,109.0,1.0,2020-05-23
Vatican City,12,0,0.0,0,2.0,0.0,0.0,10.0,2020-05-23
Montserrat,11,0,1.0,0,10.0,0.0,36.0,0.0,2020-05-23
Suriname,11,0,1.0,0,9.0,0.0,404.0,1.0,2020-05-23
Greenland,11,0,0.0,0,11.0,0.0,1767.0,0.0,2020-05-23
Seychelles,11,0,0.0,0,11.0,0.0,0.0,0.0,2020-05-23
MS Zaandam,9,0,2.0,0,0.0,0.0,0.0,7.0,2020-05-23
British Virgin Islands,8,0,1.0,0,6.0,0.0,167.0,1.0,2020-05-23
Papua New Guinea,8,0,0.0,0,8.0,0.0,2402.0,0.0,2020-05-23
Caribbean Netherlands,6,0,0.0,0,6.0,0.0,424.0,0.0,2020-05-23
St. Barth,6,0,0.0,0,6.0,0.0,0.0,0.0,2020-05-23
Western Sahara,6,0,0.0,0,6.0,0.0,0.0,0.0,2020-05-23
Anguilla,3,0,0.0,0,3.0,0.0,0.0,0.0,2020-05-23
Lesotho,2,1,0.0,0,0.0,0.0,0.0,2.0,2020-05-23
Saint Pierre Miquelon,1,0,0.0,0,1.0,0.0,0.0,0.0,2020-05-23
Total:,5298092,107601,339425.0,5252,2186778.0,44583.0,0.0,2771889.0,2020-05-23
World,5397950,99938,343608.0,4183,2244885.0,53562.0,0.0,2809457.0,2020-05-24
China,82971,0,4634.0,0,78258.0,9.0,0.0,79.0,2020-05-24
USA,1666828,21929,98683.0,1036,446914.0,17133.0,14357969.0,1121231.0,2020-05-24
Brazil,347398,16508,22013.0,965,142587.0,8318.0,735224.0,182798.0,2020-05-24
Russia,335882,9434,3388.0,139,107936.0,2300.0,8402747.0,224558.0,2020-05-24
Spain,282370,466,28678.0,50,196958.0,1152.0,3037840.0,56734.0,2020-05-24
UK,257154,2959,36675.0,282,0.0,1559.0,3348507.0,0.0,2020-05-24
Italy,229327,669,32735.0,119,138840.0,572.0,3391188.0,57752.0,2020-05-24
France,182469,250,28332.0,43,64547.0,1665.0,1384633.0,89590.0,2020-05-24
Germany,179986,273,8366.0,14,159900.0,919.0,3595059.0,11720.0,2020-05-24
Turkey,155686,1186,4308.0,32,117602.0,775.0,1807673.0,33776.0,2020-05-24
Iran,133521,1869,7359.0,59,104072.0,2633.0,781286.0,22090.0,2020-05-24
India,131423,6629,3868.0,142,54385.0,8944.0,2834798.0,73170.0,2020-05-24
Peru,115754,4056,3373.0,129,47915.0,909.0,788341.0,64466.0,2020-05-24
Canada,83621,1141,6355.0,105,43305.0,502.0,1431911.0,33961.0,2020-05-24
Saudi Arabia,70161,2442,379.0,15,41236.0,339.0,684615.0,28546.0,2020-05-24
Chile,65393,3536,673.0,43,26546.0,1062.0,457332.0,38174.0,2020-05-24
Mexico,62527,2960,6989.0,479,42725.0,378.0,201838.0,12813.0,2020-05-24
Belgium,56810,299,9237.0,25,15155.0,259.0,768706.0,32418.0,2020-05-24
Pakistan,52437,1743,1101.0,34,16653.0,111.0,460692.0,34683.0,2020-05-24
Netherlands,45064,176,5811.0,23,0.0,227.0,313755.0,0.0,2020-05-24
Qatar,42213,1732,21.0,2,8513.0,177.0,184794.0,33679.0,2020-05-24
Ecuador,36258,430,3096.0,40,3557.0,208.0,105462.0,29605.0,2020-05-24
Belarus,35244,941,194.0,4,13528.0,92.0,434618.0,21522.0,2020-05-24
Sweden,33188,379,3992.0,67,4971.0,265.0,209900.0,24225.0,2020-05-24
Bangladesh,32078,1873,452.0,20,6486.0,1.0,234675.0,25140.0,2020-05-24
Singapore,31068,642,23.0,0,13882.0,8.0,294414.0,17163.0,2020-05-24
Switzerland,30725,18,1905.0,2,28000.0,51.0,367037.0,820.0,2020-05-24
Portugal,30471,271,1302.0,13,7705.0,80.0,689705.0,21464.0,2020-05-24
UAE,28704,812,244.0,3,14495.0,1.0,1600923.0,13965.0,2020-05-24
Ireland,24582,76,1604.0,12,21060.0,54.0,295626.0,1918.0,2020-05-24
Indonesia,21745,949,1351.0,25,5249.0,0.0,239740.0,15145.0,2020-05-24
South Africa,21343,1218,407.0,10,10104.0,119.0,564370.0,10832.0,2020-05-24
Poland,20931,312,993.0,11,8977.0,160.0,750939.0,10961.0,2020-05-24
Ukraine,20580,432,605.0,17,6929.0,256.0,277712.0,13046.0,2020-05-24
Kuwait,20464,900,148.0,10,5747.0,192.0,268154.0,14569.0,2020-05-24
Colombia,20177,1046,705.0,23,4718.0,136.0,235948.0,14754.0,2020-05-24
Romania,17857,145,1176.0,10,11187.0,196.0,361566.0,5494.0,2020-05-24
Israel,16712,22,279.0,0,14090.0,47.0,536306.0,2343.0,2020-05-24
Japan,16536,23,808.0,12,13244.0,174.0,268477.0,2484.0,2020-05-24
Egypt,16513,727,735.0,28,4628.0,41.0,135000.0,11150.0,2020-05-24
Austria,16486,50,639.0,4,15037.0,28.0,396363.0,810.0,2020-05-24
Dominican Republic,14422,433,458.0,2,7854.0,113.0,65355.0,6110.0,2020-05-24
Philippines,13777,180,863.0,6,3177.0,81.0,287294.0,9737.0,2020-05-24
Argentina,11353,704,445.0,12,3530.0,171.0,125893.0,7378.0,2020-05-24
Denmark,11289,59,561.0,0,9836.0,19.0,526285.0,892.0,2020-05-24
S. Korea,11165,23,266.0,2,10194.0,15.0,814420.0,705.0,2020-05-24
Serbia,11092,68,238.0,1,5699.0,12.0,214212.0,5155.0,2020-05-24
Panama,10577,310,299.0,4,6279.0,72.0,56755.0,3999.0,2020-05-24
Afghanistan,9998,782,216.0,11,1040.0,19.0,29417.0,8742.0,2020-05-24
Czechia,8890,77,314.0,2,6044.0,29.0,394499.0,2532.0,2020-05-24
Bahrain,8802,388,13.0,1,4465.0,8.0,276552.0,4324.0,2020-05-24
Norway,8346,14,235.0,0,7727.0,13.0,229769.0,384.0,2020-05-24
Algeria,8113,195,592.0,10,4426.0,22.0,0.0,3095.0,2020-05-24
Kazakhstan,7919,322,35.0,0,4214.0,31.0,635712.0,3670.0,2020-05-24
Nigeria,7526,265,221.0,0,2174.0,7.0,43328.0,5131.0,2020-05-24
Morocco,7406,74,198.0,1,4638.0,1.0,133561.0,2570.0,2020-05-24
Oman,7257,463,36.0,2,1848.0,31.0,72000.0,5373.0,2020-05-24
Malaysia,7185,48,115.0,0,5912.0,9.0,500469.0,1158.0,2020-05-24
Australia,7111,16,102.0,1,6494.0,5.0,1192262.0,515.0,2020-05-24
Moldova,6994,147,242.0,5,3452.0,286.0,40565.0,3300.0,2020-05-24
Ghana,6617,131,31.0,0,1978.0,16.0,193705.0,4608.0,2020-05-24
Finland,6568,31,306.0,0,4800.0,21.0,165600.0,1462.0,2020-05-24
Armenia,6302,374,77.0,3,2936.0,10.0,49080.0,3289.0,2020-05-24
Bolivia,5579,392,230.0,15,575.0,3.0,14803.0,4774.0,2020-05-24
Cameroon,4400,0,159.0,0,1822.0,28.0,0.0,2419.0,2020-05-24
Iraq,4272,308,152.0,5,2585.0,0.0,181882.0,1535.0,2020-05-24
Luxembourg,3990,9,109.0,0,3758.0,8.0,66653.0,123.0,2020-05-24
Azerbaijan,3982,127,49.0,3,2506.0,42.0,265067.0,1427.0,2020-05-24
Hungary,3713,35,482.0,6,1655.0,21.0,159260.0,1576.0,2020-05-24
Honduras,3477,273,167.0,11,439.0,13.0,11820.0,2871.0,2020-05-24
Sudan,3378,0,137.0,0,372.0,0.0,394.0,2869.0,2020-05-24
Guinea,3176,109,20.0,1,1631.0,24.0,13726.0,1525.0,2020-05-24
Uzbekistan,3115,87,13.0,0,2532.0,4.0,460000.0,570.0,2020-05-24
Thailand,3040,3,56.0,0,2916.0,61.0,328073.0,68.0,2020-05-24
Senegal,2976,67,34.0,1,1416.0,6.0,34082.0,1526.0,2020-05-24
Greece,2876,2,171.0,2,1374.0,20.0,152998.0,1331.0,2020-05-24
Guatemala,2743,231,51.0,3,222.0,5.0,25464.0,2470.0,2020-05-24
Tajikistan,2738,187,44.0,0,1223.0,0.0,0.0,1471.0,2020-05-24
Bulgaria,2408,36,126.0,1,808.0,29.0,73210.0,1474.0,2020-05-24
Bosnia and Herzegovina,2391,19,141.0,0,1662.0,4.0,58694.0,588.0,2020-05-24
Ivory Coast,2366,25,30.0,1,1188.0,0.0,22233.0,1148.0,2020-05-24
Djibouti,2270,0,10.0,0,1064.0,0.0,22097.0,1196.0,2020-05-24
Croatia,2243,0,99.0,0,2023.0,6.0,60864.0,121.0,2020-05-24
DRC,2025,80,63.0,0,312.0,0.0,0.0,1650.0,2020-05-24
North Macedonia,1941,20,113.0,1,1411.0,21.0,24762.0,417.0,2020-05-24
Gabon,1934,206,12.0,0,459.0,10.0,9908.0,1463.0,2020-05-24
Cuba,1931,15,81.0,0,1671.0,4.0,92629.0,179.0,2020-05-24
Estonia,1821,14,64.0,0,1526.0,2.0,75249.0,231.0,2020-05-24
El Salvador,1819,94,33.0,0,570.0,25.0,70225.0,1216.0,2020-05-24
Iceland,1804,1,10.0,0,1791.0,0.0,58225.0,3.0,2020-05-24
Lithuania,1616,12,63.0,2,1135.0,17.0,264882.0,418.0,2020-05-24
Somalia,1594,0,61.0,0,204.0,2.0,0.0,1329.0,2020-05-24
Mayotte,1521,0,19.0,0,894.0,11.0,5200.0,608.0,2020-05-24
Slovakia,1504,1,28.0,0,1280.0,1.0,156765.0,196.0,2020-05-24
New Zealand,1504,0,21.0,0,1455.0,1.0,255850.0,28.0,2020-05-24
Slovenia,1468,0,106.0,0,1340.0,4.0,75110.0,22.0,2020-05-24
Kyrgyzstan,1365,15,14.0,0,957.0,5.0,98281.0,394.0,2020-05-24
Maldives,1313,39,4.0,0,128.0,9.0,11775.0,1181.0,2020-05-24
Kenya,1192,31,50.0,0,380.0,1.0,57650.0,762.0,2020-05-24
Guinea-Bissau,1114,0,6.0,0,42.0,0.0,1500.0,1066.0,2020-05-24
Lebanon,1097,11,26.0,0,667.0,4.0,71814.0,404.0,2020-05-24
Sri Lanka,1089,21,9.0,0,660.0,1.0,51094.0,420.0,2020-05-24
Hong Kong,1066,0,4.0,0,1029.0,1.0,202930.0,33.0,2020-05-24
Tunisia,1048,0,47.0,0,903.0,3.0,46628.0,98.0,2020-05-24
Latvia,1046,16,22.0,0,712.0,2.0,97846.0,312.0,2020-05-24
Mali,1015,46,63.0,1,574.0,0.0,3483.0,378.0,2020-05-24
Venezuela,1010,66,10.0,0,262.0,2.0,771276.0,738.0,2020-05-24
Albania,989,8,31.0,0,783.0,5.0,13133.0,175.0,2020-05-24
Equatorial Guinea,960,0,11.0,0,165.0,0.0,854.0,784.0,2020-05-24
Niger,943,6,61.0,1,775.0,0.0,5989.0,107.0,2020-05-24
Cyprus,927,0,17.0,0,594.0,10.0,99733.0,316.0,2020-05-24
Zambia,920,0,7.0,0,336.0,1.0,20011.0,577.0,2020-05-24
Costa Rica,918,7,10.0,0,607.0,4.0,22910.0,301.0,2020-05-24
Paraguay,850,12,11.0,0,298.0,0.0,23805.0,541.0,2020-05-24
Burkina Faso,814,0,52.0,0,672.0,0.0,0.0,90.0,2020-05-24
Haiti,812,78,25.0,0,22.0,0.0,2582.0,765.0,2020-05-24
Uruguay,764,11,22.0,2,616.0,5.0,37590.0,126.0,2020-05-24
Andorra,762,0,51.0,0,653.0,3.0,3750.0,58.0,2020-05-24
Georgia,728,5,12.0,0,509.0,6.0,45707.0,207.0,2020-05-24
Diamond Princess,712,0,13.0,0,651.0,4.0,0.0,48.0,2020-05-24
Jordan,704,4,9.0,0,470.0,5.0,161722.0,225.0,2020-05-24
San Marino,665,4,42.0,1,266.0,1.0,3968.0,357.0,2020-05-24
South Sudan,655,92,8.0,2,6.0,0.0,3356.0,641.0,2020-05-24
Chad,648,37,60.0,2,204.0,0.0,0.0,384.0,2020-05-24
Sierra Leone,621,15,39.0,1,241.0,0.0,0.0,341.0,2020-05-24
Malta,609,9,6.0,0,473.0,1.0,59511.0,130.0,2020-05-24
Nepal,584,68,3.0,0,70.0,1.0,132195.0,511.0,2020-05-24
Channel Islands,558,0,45.0,0,508.0,0.0,5342.0,5.0,2020-05-24
CAR,552,73,1.0,1,18.0,0.0,11570.0,533.0,2020-05-24
Jamaica,544,10,9.0,0,191.0,0.0,9554.0,344.0,2020-05-24
Tanzania,509,0,21.0,0,183.0,7.0,0.0,305.0,2020-05-24
Ethiopia,494,61,5.0,0,151.0,0.0,76962.0,338.0,2020-05-24
Madagascar,488,40,2.0,0,138.0,4.0,5670.0,348.0,2020-05-24
Congo,487,18,16.0,0,147.0,0.0,0.0,324.0,2020-05-24
Réunion,452,3,1.0,0,411.0,2.0,17200.0,40.0,2020-05-24
Taiwan,441,0,7.0,0,411.0,0.0,70526.0,23.0,2020-05-24
Palestine,423,0,3.0,1,348.0,0.0,44876.0,72.0,2020-05-24
Togo,373,10,12.0,0,133.0,0.0,15987.0,228.0,2020-05-24
Cabo Verde,371,9,3.0,0,142.0,0.0,1307.0,226.0,2020-05-24
Isle of Man,336,0,24.0,0,303.0,2.0,4454.0,9.0,2020-05-24
Mauritius,332,0,10.0,0,322.0,0.0,101052.0,0.0,2020-05-24
Rwanda,325,4,0.0,0,227.0,0.0,57077.0,98.0,2020-05-24
Montenegro,324,0,9.0,0,314.0,0.0,10167.0,1.0,2020-05-24
Vietnam,324,0,0.0,0,267.0,2.0,275000.0,57.0,2020-05-24
Nicaragua,279,0,17.0,0,199.0,0.0,0.0,63.0,2020-05-24
French Guiana,279,18,1.0,0,143.0,0.0,0.0,135.0,2020-05-24
Liberia,255,6,26.0,2,136.0,0.0,0.0,93.0,2020-05-24
Sao Tome and Principe,251,0,8.0,0,4.0,0.0,175.0,239.0,2020-05-24
Eswatini,238,13,2.0,0,119.0,0.0,4994.0,117.0,2020-05-24
Mauritania,227,27,6.0,0,7.0,0.0,2583.0,214.0,2020-05-24
Yemen,212,3,39.0,6,11.0,0.0,120.0,162.0,2020-05-24
Myanmar,201,2,6.0,0,120.0,0.0,17875.0,75.0,2020-05-24
Uganda,198,23,0.0,0,68.0,0.0,83788.0,130.0,2020-05-24
Martinique,197,0,14.0,0,91.0,0.0,0.0,92.0,2020-05-24
Faeroe Islands,187,0,0.0,0,187.0,0.0,9153.0,0.0,2020-05-24
Mozambique,168,4,0.0,0,48.0,0.0,7947.0,120.0,2020-05-24
Guadeloupe,156,0,13.0,0,115.0,3.0,3573.0,28.0,2020-05-24
Gibraltar,152,1,0.0,0,147.0,0.0,6101.0,5.0,2020-05-24
Brunei,141,0,1.0,0,136.0,2.0,18411.0,4.0,2020-05-24
Mongolia,141,0,0.0,0,30.0,27.0,12341.0,111.0,2020-05-24
Benin,135,0,3.0,0,61.0,0.0,26792.0,71.0,2020-05-24
Cayman Islands,129,0,1.0,0,61.0,0.0,8426.0,67.0,2020-05-24
Bermuda,128,0,9.0,0,81.0,2.0,6133.0,38.0,2020-05-24
Guyana,127,0,10.0,0,58.0,4.0,1401.0,59.0,2020-05-24
Cambodia,124,1,0.0,0,122.0,1.0,16007.0,2.0,2020-05-24
Trinidad and Tobago,116,0,8.0,0,108.0,0.0,2903.0,0.0,2020-05-24
Aruba,101,0,3.0,0,95.0,3.0,2063.0,3.0,2020-05-24
Bahamas,100,3,11.0,0,45.0,1.0,1955.0,44.0,2020-05-24
Monaco,98,1,4.0,0,90.0,1.0,0.0,4.0,2020-05-24
Barbados,92,2,7.0,0,70.0,4.0,4664.0,15.0,2020-05-24
Malawi,82,0,3.0,0,28.0,1.0,2411.0,51.0,2020-05-24
Liechtenstein,82,0,1.0,0,55.0,0.0,900.0,26.0,2020-05-24
Comoros,78,0,1.0,0,18.0,0.0,0.0,59.0,2020-05-24
Sint Maarten,77,0,15.0,0,59.0,1.0,437.0,3.0,2020-05-24
Libya,75,3,3.0,0,39.0,0.0,4351.0,33.0,2020-05-24
Syria,70,11,4.0,0,37.0,0.0,0.0,29.0,2020-05-24
Angola,61,1,4.0,1,18.0,0.0,10000.0,39.0,2020-05-24
French Polynesia,60,0,0.0,0,60.0,0.0,3873.0,0.0,2020-05-24
Zimbabwe,56,5,4.0,0,18.0,0.0,35112.0,34.0,2020-05-24
Macao,45,0,0.0,0,45.0,0.0,0.0,0.0,2020-05-24
Burundi,42,0,1.0,0,20.0,0.0,284.0,21.0,2020-05-24
Saint Martin,40,0,3.0,0,33.0,1.0,553.0,4.0,2020-05-24
Eritrea,39,0,0.0,0,39.0,0.0,0.0,0.0,2020-05-24
Botswana,30,0,1.0,0,19.0,0.0,16100.0,10.0,2020-05-24
Antigua and Barbuda,25,0,3.0,0,19.0,1.0,183.0,3.0,2020-05-24
Gambia,25,0,1.0,0,13.0,0.0,1476.0,11.0,2020-05-24
Bhutan,24,3,0.0,0,6.0,0.0,15293.0,18.0,2020-05-24
Timor-Leste,24,0,0.0,0,24.0,0.0,738.0,0.0,2020-05-24
Grenada,22,0,0.0,0,17.0,4.0,3007.0,5.0,2020-05-24
Namibia,20,1,0.0,0,14.0,0.0,2847.0,6.0,2020-05-24
Laos,19,0,0.0,0,14.0,0.0,5194.0,5.0,2020-05-24
Belize,18,0,2.0,0,16.0,0.0,1435.0,0.0,2020-05-24
Fiji,18,0,0.0,0,15.0,0.0,1300.0,3.0,2020-05-24
New Caledonia,18,0,0.0,0,18.0,0.0,5454.0,0.0,2020-05-24
Saint Lucia,18,0,0.0,0,18.0,0.0,867.0,0.0,2020-05-24
St. Vincent Grenadines,18,0,0.0,0,14.0,0.0,209.0,4.0,2020-05-24
Curaçao,17,1,1.0,0,14.0,0.0,504.0,2.0,2020-05-24
Dominica,16,0,0.0,0,16.0,0.0,433.0,0.0,2020-05-24
Saint Kitts and Nevis,15,0,0.0,0,15.0,0.0,391.0,0.0,2020-05-24
Falkland Islands,13,0,0.0,0,13.0,0.0,445.0,0.0,2020-05-24
Turks and Caicos,12,0,1.0,0,10.0,0.0,126.0,1.0,2020-05-24
Vatican City,12,0,0.0,0,2.0,0.0,0.0,10.0,2020-05-24
Montserrat,11,0,1.0,0,10.0,0.0,36.0,0.0,2020-05-24
Suriname,11,0,1.0,0,9.0,0.0,404.0,1.0,2020-05-24
Greenland,11,0,0.0,0,11.0,0.0,1850.0,0.0,2020-05-24
Seychelles,11,0,0.0,0,11.0,0.0,0.0,0.0,2020-05-24
MS Zaandam,9,0,2.0,0,0.0,0.0,0.0,7.0,2020-05-24
British Virgin Islands,8,0,1.0,0,6.0,0.0,167.0,1.0,2020-05-24
Papua New Guinea,8,0,0.0,0,8.0,0.0,2402.0,0.0,2020-05-24
Caribbean Netherlands,6,0,0.0,0,6.0,0.0,424.0,0.0,2020-05-24
St. Barth,6,0,0.0,0,6.0,0.0,137.0,0.0,2020-05-24
Western Sahara,6,0,0.0,0,6.0,0.0,0.0,0.0,2020-05-24
